пролет,блок_col,k,с/в,с/в_0,"Высота, м","шаг рам,м",колонна,коэф исп.%,балка,коэф исп.%_6,прогоны,коэф исп.%_8,балки конек,балки карниз,кололнна опора,колонна карниз,Болты в раме,"металлоемкость оциноковка, кг","металлоемкость узловых пластин, кг","общая металлоемкость  рамы, кг","металло-емкость распорк, кг","металлоемкость гориз. связей, распорк, кг"
21м,BV,1.0,4/1,4/1,4.8,3,"ПГС245/20х80х2,5",76,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,8х2,11х2,332,787,309,,,
21м,BV,1.0,4/3,4/3,4.8,3,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,9х2,11х2,340,809,315,,,
21м,BV,1.0,5/1,5/1,4.8,2.5,"ПГС245/20х80х2,5",69,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,10х2,7х2,10х2,316,787,299,,,
21м,BV,1.0,5/3,5/3,4.8,2.5,"ПГС245/20х80х2,5",70,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,9х2,7х2,10х2,308,787,279,,,
21м,BV,1.0,2/2,2/2,4.8,5,"ПГС300/20х80х2,5",75,ПГС300/20х80х3,84,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,102,9х2,10х2,300,556,268,,,
21м,DF,0.8,1/3,1/3,4.8,6,"ПГС245/20х80х2,5",85,"ПГС245/20х80х2,5",86,"2ТПС 195х45х1,5 (шаг 2,1м)",80,9х2,8х2,9х2,8х2,284,656,276,,,
21м,DF,0.8,2/3,2/3,4.8,6,"ПГС300/20х80х2,5",81,ПГС300/20х80х3,89,"2ТПС 200х45х1,5 (шаг 1,5м)",85,9х2,9х2,9х2,9х2,300,809,280,,,
21м,DF,0.8,2/4,2/4,4.8,6,"ПГС300/20х80х2,5",90,ПГС300/20х80х3,88,"2ТПС 200х45х1,5 (шаг 1,5м)",85,10х2,10х2,10х2,10х2,332,809,310,,,
21м,DF,0.8,3/1,3/1,4.8,5,"ПГС300/20х80х2,5",69,ПГС300/20х80х3,87,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,11х2,8х2,10х2,332,809,309,,,
21м,DF,0.8,3/2,3/2,4.8,5,"ПГС300/20х80х2,5",71,ПГС300/20х80х3,89,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,10х2,9х2,11х2,340,809,315,,,
21м,DF,0.8,4/1,4/1,4.8,4,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,75м)",81,11х2,11х2,8х2,11х2,340,809,315,,,
21м,DF,0.8,4/3,4/3,4.8,3.5,"ПГС245/20х80х2,5",75,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 2,1м)",79,10х2,9х2,8х2,10х2,308,787,290,,,
21м,DF,0.8,5/1,5/1,4.8,3,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,10х2,7х2,10х2,316,787,299,,,
21м,DF,0.8,5/3,5/3,4.8,3,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,10х2,8х2,11х2,332,787,309,,,
21м,DF,0.8,2/2,2/2,4.8,6,"ПГС300/20х80х2,5",72,ПГС300/20х80х3,80,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,10х2,300,556,268,,,
21м,EP,1.0,1/3,1/3,6,5,ПГС300/20х80х3,87,"ПГС245/20х80х2,5",88,"2ТПС 195х45х1,5 (шаг 2,1м)",70,8х2,8х2,9х2,8х2,276,777,271,,,
21м,EP,1.0,2/3,2/3,6,4.5,"ПГС300/20х80х2,5",90,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 1,75м)",76,9х2,9х2,9х2,9х2,300,862,280,,,
21м,EP,1.0,2/4,2/4,6,4,ПГС300/20х80х3,84,ПГС300/20х80х3,77,"2ТПС 195х45х1,5 (шаг 2,1м)",85,9х2,9х2,9х2,8х2,292,908,278,,,
21м,EP,1.0,3/1,3/1,6,4,ПГС300/20х80х3,64,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,75м)",91,11х2,11х2,8х2,10х2,332,908,309,,,
21м,EP,1.0,3/2,3/2,6,3.5,"ПГС245/20х80х2,5",79,ПГС300/20х80х3,85,"2ТПС 195х45х1,5 (шаг 1,75м)",84,10х2,9х2,8х2,10х2,308,837,304,,,
21м,EP,1.0,4/1,4/1,6,3,"ПГС245/20х80х2,5",80,ПГС300/20х80х3,90,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,8х2,11х2,332,837,309,,,
21м,EP,1.0,4/3,4/3,6,3,"ПГС300/20х80х2,5",77,ПГС300/20х80х3,90,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,9х2,11х2,340,862,315,,,
21м,EP,1.0,5/1,5/1,6,2.5,"ПГС245/20х80х2,5",74,ПГС300/20х80х3,87,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,9х2,7х2,10х2,308,837,289,,,
21м,EP,1.0,5/3,5/3,6,2.5,"ПГС245/20х80х2,5",72,ПГС300/20х80х3,89,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,10х2,8х2,10х2,324,837,305,,,
21м,EP,1.0,2/2,2/2,6,5,ПГС300/20х80х3,76,ПГС300/20х80х3,86,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,9х2,300,556,268,,,
21м,FZ,0.8,1/3,1/3,6,6,"ПГС300/20х80х2,5",87,"ПГС300/20х80х2,5",73,"2ТПС 195х45х1,5 (шаг 2,1м)",80,8х2,8х2,9х2,8х2,276,777,271,,,
21м,FZ,0.8,2/3,2/3,6,6,ПГС300/20х80х3,85,ПГС300/20х80х3,89,"2ТПС 200х45х1,5 (шаг 1,5м)",85,10х2,10х2,9х2,9х2,316,908,296,,,
21м,FZ,0.8,2/4,2/4,6,5,ПГС300/20х80х3,84,ПГС300/20х80х3,77,"2ТПС 200х45х1,5 (шаг 2,1м)",87,9х2,9х2,9х2,8х2,292,908,280,,,
21м,FZ,0.8,3/1,3/1,6,5,ПГС300/20х80х3,63,ПГС300/20х80х3,88,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,11х2,8х2,10х2,332,837,309,,,
21м,FZ,0.8,3/2,3/2,6,4,"ПГС245/20х80х2,5",72,ПГС300/20х80х3,79,"2ТПС 195х45х1,5 (шаг 2,1м)",80,10х2,9х2,8х2,10х2,308,837,290,,,
21м,FZ,0.8,4/1,4/1,6,4,ПГС300/20х80х3,63,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,75м)",81,11х2,11х2,7х2,10х2,324,908,303,,,
21м,FZ,0.8,4/3,4/3,6,3.5,"ПГС300/20х80х2,5",72,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 2,1м)",79,10х2,10х2,9х2,10х2,324,862,306,,,
21м,FZ,0.8,5/1,5/1,6,3,"ПГС245/20х80х2,5",74,ПГС300/20х80х3,85,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,10х2,7х2,10х2,316,837,299,,,
21м,FZ,0.8,5/3,5/3,6,3,"ПГС245/20х80х2,5",75,ПГС300/20х80х3,85,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,9х2,7х2,10х2,308,837,289,,,
21м,FZ,0.8,2/2,2/2,6,6,ПГС300/20х80х3,75,ПГС300/20х80х3,83,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,9х2,300,556,268,,,
21м,IR,1.0,1/3,1/3,3.6,6,"ПГС245/20х80х2,5",74,"ПГС300/20х80х2,5",81,"2ТПС 195х45х1,5 (шаг 1,75м)",83,9х2,9х2,8х2,9х2,292,656,274,,,
21м,IR,1.0,2/3,2/3,3.6,5,"ПГС245/20х80х2,5",82,ПГС300/20х80х3,82,"2ТПС 195х45х1,5 (шаг 2,1м)",70,10х2,9х2,9х2,10х2,316,741,296,,,
21м,IR,1.0,2/4,2/4,3.6,5,"ПГС245/20х80х2,5",83,ПГС300/20х80х3,90,"2ТПС 195х45х1,5 (шаг 2,1м)",70,10х2,10х2,9х2,10х2,324,741,306,,,
21м,IR,1.0,3/1,3/1,3.6,4,"ПГС245/20х80х2,5",74,ПГС300/20х80х3,87,"2ТПС 195х45х1,5 (шаг 1,75м)",84,11х2,10х2,8х2,11х2,332,741,309,,,
21м,IR,1.0,3/2,3/2,3.6,4,"ПГС245/20х80х2,5",75,ПГС300/20х80х3,89,"2ТПС 195х45х1,5 (шаг 1,75м)",84,10х2,10х2,8х2,11х2,324,741,304,,,
21м,IR,1.0,4/1,4/1,3.6,3,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,8х2,11х2,332,741,309,,,
21м,IR,1.0,4/3,4/3,3.6,3,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,82,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,8х2,11х2,332,741,309,,,
21м,IR,1.0,5/1,5/1,3.6,2.5,"ПГС245/20х80х2,5",72,ПГС300/20х80х3,84,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,10х2,7х2,11х2,324,741,303,,,
21м,IR,1.0,5/3,5/3,3.6,2.5,"ПГС245/20х80х2,5",73,ПГС300/20х80х3,85,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,10х2,7х2,10х2,316,741,299,,,
21м,IR,1.0,2/2,2/2,3.6,5,ПГС300/20х80х2,89,ПГС300/20х80х3,81,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,12х2,300,556,268,,,
21м,KB,0.8,1/3,1/3,3.6,6,ПГС300/20х80х2,79,ПГС300/20х80х2,86,"2ТПС 195х45х1,5 (шаг 2,1м)",80,9х2,9х2,8х2,8х2,284,560,274,,,
21м,KB,0.8,2/3,2/3,3.6,6,"ПГС245/20х80х2,5",71,"ПГС300/20х80х2,5",89,"2ТПС 200х45х1,5 (шаг 1,5м)",85,11х2,10х2,8х2,10х2,324,656,305,,,
21м,KB,0.8,2/4,2/4,3.6,6,"ПГС245/20х80х2,5",80,ПГС300/20х80х3,87,"2ТПС 200х45х1,5 (шаг 1,5м)",85,10х2,9х2,9х2,10х2,316,741,296,,,
21м,KB,0.8,3/1,3/1,3.6,5,"ПГС245/20х80х2,5",74,ПГС300/20х80х3,87,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,10х2,8х2,10х2,324,741,305,,,
21м,KB,0.8,3/2,3/2,3.6,5,"ПГС245/20х80х2,5",88,ПГС300/20х80х3,88,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,11х2,9х2,12х2,356,741,325,,,
21м,KB,0.8,4/1,4/1,3.6,4,"ПГС245/20х80х2,5",76,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,75м)",81,11х2,10х2,8х2,11х2,332,741,303,,,
21м,KB,0.8,4/3,4/3,3.6,3.5,"ПГС245/20х80х2,5",67,ПГС300/20х80х3,79,"2ТПС 195х45х1,5 (шаг 2,1м)",79,10х2,9х2,8х2,10х2,308,741,290,,,
21м,KB,0.8,5/1,5/1,3.6,3,"ПГС245/20х80х2,5",70,ПГС300/20х80х3,81,"2ТПС 195х45х1,5 (шаг 1,5м)",50,10х2,10х2,7х2,11х2,316,741,298,,,
21м,KB,0.8,5/3,5/3,3.6,3,"ПГС245/20х80х2,5",69,ПГС300/20х80х3,81,"2ТПС 195х45х1,5 (шаг 1,5м)",50,10х2,9х2,7х2,11х2,308,741,294,,,
21м,KB,0.8,2/2,2/2,3.6,6,ПГС300/20х80х2,86,ПГС300/20х80х3,78,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,11х2,300,556,268,,,
21м,LL,1.0,1/3,1/3,4.8,6,"ПГС300/20х80х2,5",85,"ПГС300/20х80х2,5",83,"2ТПС 195х45х1,5 (шаг 1,75м)",83,9х2,9х2,9х2,8х2,292,724,280,,,
21м,LL,1.0,2/3,2/3,4.8,5,"ПГС245/20х80х2,5",86,ПГС300/20х80х3,87,"2ТПС 195х45х1,5 (шаг 2,1м)",70,10х2,9х2,10х2,10х2,324,787,310,,,
21м,LL,1.0,2/4,2/4,4.8,4.5,"ПГС300/20х80х2,5",85,ПГС300/20х80х3,82,"2ТПС 195х45х1,5 (шаг 1,75м)",76,9х2,9х2,10х2,9х2,308,809,284,,,
21м,LL,1.0,3/1,3/1,4.8,4,"ПГС300/20х80х2,5",69,ПГС300/20х80х3,87,"2ТПС 195х45х1,5 (шаг 1,75м)",84,11х2,11х2,8х2,11х2,340,809,315,,,
21м,LL,1.0,3/2,3/2,4.8,4,"ПГС300/20х80х2,5",71,ПГС300/20х80х3,89,"2ТПС 195х45х1,5 (шаг 1,75м)",84,11х2,11х2,9х2,11х2,348,809,321,,,
21м,LL,1.0,4/1,4/1,4.8,3,"ПГС245/20х80х2,5",76,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,8х2,11х2,332,787,309,,,
21м,LL,1.0,4/3,4/3,4.8,3,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,9х2,11х2,340,809,315,,,
21м,LL,1.0,5/1,5/1,4.8,2.5,"ПГС245/20х80х2,5",69,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,10х2,7х2,10х2,316,787,299,,,
21м,LL,1.0,5/3,5/3,4.8,2.5,"ПГС245/20х80х2,5",70,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,9х2,7х2,10х2,308,787,279,,,
21м,LL,1.0,2/2,2/2,4.8,5,"ПГС300/20х80х2,5",75,ПГС300/20х80х3,84,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,102,9х2,10х2,300,556,268,,,
21м,MV,0.8,1/3,1/3,4.8,6,"ПГС245/20х80х2,5",85,"ПГС245/20х80х2,5",86,"2ТПС 195х45х1,5 (шаг 2,1м)",80,9х2,8х2,9х2,8х2,284,656,276,,,
21м,MV,0.8,2/3,2/3,4.8,6,"ПГС300/20х80х2,5",81,ПГС300/20х80х3,89,"2ТПС 200х45х1,5 (шаг 1,5м)",85,9х2,9х2,9х2,9х2,300,809,280,,,
21м,MV,0.8,2/4,2/4,4.8,6,"ПГС300/20х80х2,5",90,ПГС300/20х80х3,88,"2ТПС 200х45х1,5 (шаг 1,5м)",85,10х2,10х2,10х2,10х2,332,809,310,,,
21м,MV,0.8,3/1,3/1,4.8,5,"ПГС300/20х80х2,5",69,ПГС300/20х80х3,87,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,11х2,8х2,10х2,332,809,309,,,
21м,MV,0.8,3/2,3/2,4.8,5,"ПГС300/20х80х2,5",71,ПГС300/20х80х3,89,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,10х2,9х2,11х2,340,809,315,,,
21м,MV,0.8,4/1,4/1,4.8,4,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,86,"2ТПС 195х45х1,5 (шаг 1,75м)",81,11х2,11х2,8х2,11х2,340,809,315,,,
21м,MV,0.8,4/3,4/3,4.8,3.5,"ПГС245/20х80х2,5",75,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 2,1м)",79,10х2,9х2,8х2,10х2,308,787,290,,,
21м,MV,0.8,5/1,5/1,4.8,3,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,10х2,7х2,10х2,316,787,299,,,
21м,MV,0.8,5/3,5/3,4.8,3,"ПГС245/20х80х2,5",71,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,10х2,8х2,11х2,332,787,309,,,
21м,MV,0.8,2/2,2/2,4.8,6,"ПГС300/20х80х2,5",72,ПГС300/20х80х3,80,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,10х2,300,556,268,,,
21м,OF,1.0,1/3,1/3,6,5,ПГС300/20х80х3,87,"ПГС245/20х80х2,5",88,"2ТПС 195х45х1,5 (шаг 2,1м)",70,8х2,8х2,9х2,8х2,276,777,271,,,
21м,OF,1.0,2/3,2/3,6,4.5,"ПГС300/20х80х2,5",90,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 1,75м)",76,9х2,9х2,9х2,9х2,300,862,280,,,
21м,OF,1.0,2/4,2/4,6,4,ПГС300/20х80х3,84,ПГС300/20х80х3,77,"2ТПС 195х45х1,5 (шаг 2,1м)",85,9х2,9х2,9х2,8х2,292,908,278,,,
21м,OF,1.0,3/1,3/1,6,4,ПГС300/20х80х3,64,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,75м)",91,11х2,11х2,8х2,10х2,332,908,309,,,
21м,OF,1.0,3/2,3/2,6,3.5,"ПГС245/20х80х2,5",79,ПГС300/20х80х3,85,"2ТПС 195х45х1,5 (шаг 1,75м)",84,10х2,9х2,8х2,10х2,308,837,304,,,
21м,OF,1.0,4/1,4/1,6,3,"ПГС245/20х80х2,5",80,ПГС300/20х80х3,90,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,8х2,11х2,332,837,309,,,
21м,OF,1.0,4/3,4/3,6,3,"ПГС300/20х80х2,5",77,ПГС300/20х80х3,90,"2ТПС 195х45х1,5 (шаг 1,75м)",48,11х2,10х2,9х2,11х2,340,862,315,,,
21м,OF,1.0,5/1,5/1,6,2.5,"ПГС245/20х80х2,5",74,ПГС300/20х80х3,87,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,9х2,7х2,10х2,308,837,289,,,
21м,OF,1.0,5/3,5/3,6,2.5,"ПГС245/20х80х2,5",72,ПГС300/20х80х3,89,"2ТПС 195х45х1,5 (шаг 1,5м)",44,11х2,10х2,8х2,10х2,324,837,305,,,
21м,OF,1.0,2/2,2/2,6,5,ПГС300/20х80х3,76,ПГС300/20х80х3,86,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,9х2,300,556,268,,,
21м,PP,0.8,1/3,1/3,6,6,"ПГС300/20х80х2,5",87,"ПГС300/20х80х2,5",73,"2ТПС 195х45х1,5 (шаг 2,1м)",80,8х2,8х2,9х2,8х2,276,777,271,,,
21м,PP,0.8,2/3,2/3,6,6,ПГС300/20х80х3,85,ПГС300/20х80х3,89,"2ТПС 200х45х1,5 (шаг 1,5м)",85,10х2,10х2,9х2,9х2,316,908,296,,,
21м,PP,0.8,2/4,2/4,6,5,ПГС300/20х80х3,84,ПГС300/20х80х3,77,"2ТПС 200х45х1,5 (шаг 2,1м)",87,9х2,9х2,9х2,8х2,292,908,280,,,
21м,PP,0.8,3/1,3/1,6,5,ПГС300/20х80х3,63,ПГС300/20х80х3,88,"2ТПС 200х45х1,5 (шаг 1,5м)",86,11х2,11х2,8х2,10х2,332,837,309,,,
21м,PP,0.8,3/2,3/2,6,4,"ПГС245/20х80х2,5",72,ПГС300/20х80х3,79,"2ТПС 195х45х1,5 (шаг 2,1м)",80,10х2,9х2,8х2,10х2,308,837,290,,,
21м,PP,0.8,4/1,4/1,6,4,ПГС300/20х80х3,63,ПГС300/20х80х3,88,"2ТПС 195х45х1,5 (шаг 1,75м)",81,11х2,11х2,7х2,10х2,324,908,303,,,
21м,PP,0.8,4/3,4/3,6,3.5,"ПГС300/20х80х2,5",72,ПГС300/20х80х3,83,"2ТПС 195х45х1,5 (шаг 2,1м)",79,10х2,10х2,9х2,10х2,324,862,306,,,
21м,PP,0.8,5/1,5/1,6,3,"ПГС245/20х80х2,5",74,ПГС300/20х80х3,85,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,10х2,7х2,10х2,316,837,299,,,
21м,PP,0.8,5/3,5/3,6,3,"ПГС245/20х80х2,5",75,ПГС300/20х80х3,85,"2ТПС 195х45х1,5 (шаг 1,5м)",50,11х2,9х2,7х2,10х2,308,837,289,,,
21м,PP,0.8,2/2,2/2,6,6,ПГС300/20х80х3,75,ПГС300/20х80х3,83,"2ТПС 200х65х1,5 (шаг 1,25м)",85,10х2,10х2,9х2,9х2,300,556,268,,,
24м,A,1.0,1/3,1/3,6,6,ПГС300/20х80х3,86,ПГС300/20х80х2,78,,,7х2,9х2,9х2,6х2,248,787.183296,478,1265.1832960000002,1080,
24м,A,1.0,2/3,2/3,6,5,"ПГС300/20х80х2,5",88,"ПГС300/20х80х2,5",87,,,9х2,11х2,10х2,9х2,312,831.982248,555,1386.982248,1080,
24м,A,1.0,2/4,2/4,6,4.5,ПГС300/20х80х3,85,"ПГС300/20х80х2,5",90,,,8х2,10х2,9х2,7х2,272,878.892648,507,1385.892648,1080,
24м,A,1.0,3/1,3/1,6,4.3,ПГС300/20х80х2 М.П.390,80,ПГС300/20х80х3,88,,,8х2,10х2,9х2,10х2,296,879.5988960000002,536,1415.5988960000002,1080,
24м,A,1.0,3/2,3/2,6,4.3,"ПГС300/20х80х2,5",71,ПГС300/20х80х3,89,,,8х2,10х2,9х2,9х2,288,925.5684960000001,526,1451.568496,1080,
24м,A,1.0,4/1,4/1,6,3.33,ПГС300/20х80х2,83,ПГС300/20х80х3,86,,,9х2,10х2,9х2,10х2,304,879.5988960000002,545,1424.5988960000002,778.5000000000001,
24м,A,1.0,4/3,4/3,6,3.33,"ПГС300/20х80х2,5",75,ПГС300/20х80х3,88,,,9х2,10х2,9х2,10х2,304,925.5684960000001,545,1470.568496,778.5000000000001,
24м,A,1.0,5/1,5/1,6,2.73,ПГС300/20х80х2,72,ПГС300/20х80х3,87,,,9х2,9х2,8х2,10х2,288,879.5988960000002,526,1405.5988960000002,778.5000000000001,
24м,A,1.0,5/3,5/3,6,2.73,ПГС300/20х80х2,81,ПГС300/20х80х3,88,,,9х2,10х2,9х2,10х2,304,879.5988960000002,545,1424.5988960000002,778.5000000000001,
24м,A,1.0,2/2,2/2,6,6,ПГС300/20х80х3,84,ПГС300/20х80х3,78,,,8х2,11х2,9х2,9х2,296,972.4788960000001,536,1508.478896,1080,
24м,A,1.0,1/3,1/3,6,6,ПГС245/20х80х2,61,ПГС300/20х80х2 сг по Р,85,,,8х2,10х2,7х2,9х2,272,674.5584960000001,507,1181.558496,1344.0000000000002,
24м,A,1.0,3/3,3/3,6,4.3,"ПГС300/20х80х2,5 М.П.390",82,ПГС300/20х80х3,84,,,8х2,11х2,9х2,9х2,296,925.5684960000001,536,1461.568496,1080,
24м,AK,0.8,1/3,1/3,6,6,"ПГС300/20х80х2,5",84,ПГС300/20х80х2,78,,,6х2,9х2,9х2,6х2,240,740.272896,468,1208.272896,,1080
24м,AK,0.8,2/3,2/3,6,6,"ПГС300/20х80х2,5 М.П.390",80,"ПГС300/20х80х2,5 М.П.390",82,,,8х2,10х2,9х2,8х2,280,831.982248,516,1347.982248,,1080
24м,AK,0.8,2/4,2/4,6,6,ПГС300/20х80х3,89,ПГС300/20х80х3,75,,,7х2,9х2,10х2,8х2,272,972.4788960000001,507,1479.478896,,1080
24м,AK,0.8,3/1,3/1,6,5,ПГС300/20х80х2,82,ПГС300/20х80х3,83,,,8х2,9х2,8х2,10х2,280,879.5988960000002,516,1395.5988960000002,,1080
24м,AK,0.8,3/2,3/2,6,5,ПГС300/20х80х2,86,ПГС300/20х80х3,83,,,8х2,9х2,9х2,11х2,296,879.5988960000002,536,1415.5988960000002,,1080
24м,AK,0.8,4/1,4/1,6,4,ПГС300/20х80х2,81,ПГС300/20х80х3,83,,,8х2,10х2,8х2,10х2,288,879.5988960000002,526,1405.5988960000002,,778.5000000000001
24м,AK,0.8,4/3,4/3,6,3.75,ПГС300/20х80х2 М.П.390,87,ПГС300/20х80х3,79,,,8х2,9х2,9х2,10х2,288,879.5988960000002,526,1405.5988960000002,,778.5000000000001
24м,AK,0.8,5/1,5/1,6,3.53,ПГС300/20х80х2,73,ПГС300/20х80х3,88,,,8х2,9х2,7х2,9х2,264,879.5988960000002,497,1376.5988960000002,,778.5000000000001
24м,AK,0.8,5/3,5/3,6,3.16,ПГС300/20х80х2,83,ПГС300/20х80х3,82,,,9х2,9х2,9х2,10х2,296,879.5988960000002,536,1415.5988960000002,,778.5000000000001
24м,AK,0.8,2/2,2/2,6,6,"ПГС300/20х80х2,5",75,"ПГС300/20х80х2,5",81,,,8х2,10х2,9х2,8х2,280,831.982248,516,1347.982248,,1080
24м,AK,0.8,1/3,1/3,6,6,"ПГС245/20х80х1,5",70,ПГС300/20х80х2 сг по Р,69,,,8х2,9х2,8х2,11х2,288,632.354496,526,1158.354496,,1344.0000000000002
24м,AK,0.8,3/3,3/3,6,5,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,83,,,8х2,10х2,9х2,9х2,288,925.5684960000001,526,1451.568496,,1080
24м,BT,1.0,1/3,1/3,7,6,ПГС300/20х80х3,89,ПГС300/20х80х2,88,,,7х2,9х2,10х2,6х2,256,841.300096,488,1329.300096,,1080
24м,BT,1.0,2/3,2/3,7,4.5,ПГС300/20х80х3,87,"ПГС300/20х80х2,5",84,,,8х2,10х2,10х2,10х2,304,933.009448,545,1478.009448,,1080
24м,BT,1.0,2/4,2/4,7,3.75,ПГС300/20х80х3,86,"ПГС300/20х80х2,5",86,,,8х2,10х2,9х2,7х2,272,933.009448,507,1440.009448,,778.5000000000001
24м,BT,1.0,3/1,3/1,7,4.3,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,87,,,8х2,10х2,8х2,9х2,280,971.8668960000001,516,1487.866896,,778.5000000000001
24м,BT,1.0,3/2,3/2,7,4.3,"ПГС300/20х80х2,5",84,ПГС300/20х80х3,89,,,9х2,10х2,10х2,9х2,304,971.8668960000001,545,1516.866896,,1080
24м,BT,1.0,4/1,4/1,7,3.33,ПГС300/20х80х2 М.П.390,83,ПГС300/20х80х3,88,,,9х2,10х2,9х2,10х2,304,918.2356960000002,545,1463.2356960000002,,778.5000000000001
24м,BT,1.0,4/3,4/3,7,3.16,"ПГС300/20х80х2,5",82,ПГС300/20х80х3,83,,,9х2,10х2,10х2,9х2,304,971.8668960000001,545,1516.866896,,778.5000000000001
24м,BT,1.0,5/1,5/1,7,2.73,ПГС300/20х80х2,79,ПГС300/20х80х3,88,,,9х2,9х2,8х2,10х2,288,918.2356960000002,526,1444.2356960000002,,778.5000000000001
24м,BT,1.0,5/3,5/3,7,2.73,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,88,,,10х2,10х2,9х2,9х2,304,971.8668960000001,545,1516.866896,,778.5000000000001
24м,BT,1.0,2/2,2/2,7,5,ПГС300/20х80х3,81,"ПГС300/20х80х2,5",88,,,8х2,11х2,9х2,8х2,288,933.009448,526,1459.009448,,1080
24м,BT,1.0,1/3,1/3,7,6,ПГС245/20х80х2,74,ПГС300/20х80х2 сг по Р,86,,,8х2,11х2,8х2,9х2,288,709.9044960000001,526,1235.904496,,1344.0000000000002
24м,BT,1.0,3/3,3/3,7,4.3,"ПГС300/20х80х2,5 М.П.390",89,ПГС300/20х80х3,89,,,9х2,10х2,10х2,9х2,304,971.8668960000001,545,1516.866896,,1080
24м,DC,0.8,1/3,1/3,7,6,ПГС300/20х80х3,87,ПГС300/20х80х2,84,,,8х2,11х2,11х2,7х2,296,841.300096,536,1377.300096,,1080
